path,cluster,category,gt_folder,dest
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi keramik/IMG_2587.HEIC,12,?,koleksi keramik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_12__?/IMG_2587.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2139.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2139_4243.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2140.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2140_3701.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2141.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2141_8533.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2142.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2142_5182.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2143.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2143_9916.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2144.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2144_6704.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2145.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2145_4422.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2146.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2146_9984.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2147.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2147_1759.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2148.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2148_9181.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2149.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2149_2482.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi senjata/IMG_2150.HEIC,0,?,koleksi senjata,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_00__?/IMG_2150_8058.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2427.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2427.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2428.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2428.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2429.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2429.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2430.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2430.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2431.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2431.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2432.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2432.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2433.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2433.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2434.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2434.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2435.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2435.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2436.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2436.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2437.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2437.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2438.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2438.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2439.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2439.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2440.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2440.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2441.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2441.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2442.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2442_951.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2443.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2443_8914.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2444.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2444_2079.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2445.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2445_2717.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2446.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2446_4524.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2447.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2447.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2448.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2448.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2449.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2449.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2450.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2450.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2451.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2451.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2452.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2452.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2453.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2453.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2454.HEIC,10,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_10__?/IMG_2454.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2455.HEIC,26,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_26__?/IMG_2455.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2456.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2456_9692.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2457.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2457_8477.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2460.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2460_7311.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2461.HEIC,5,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_05__?/IMG_2461_7186.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2462.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2462_2065.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2463.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2463_768.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2464.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2464_5490.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2465.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2465_6645.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2466.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2466_5083.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2467.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2467_5232.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2468.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2468_5797.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2469.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2469_9138.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2470.HEIC,1,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_01__?/IMG_2470_4926.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2471.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2471.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2472.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2472.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2473.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2473.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2474.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2474.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi naskah kuno/IMG_2475.HEIC,11,?,koleksi naskah kuno,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_11__?/IMG_2475.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2090.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2090.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2091.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2091.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2092.heic,-1,noise,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/noise/IMG_2092.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2093.heic,-1,noise,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/noise/IMG_2093.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2094.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2094.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2095.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2095.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2096.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2096.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2097.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2097.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2099.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2099.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2100.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2100.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2101.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2101.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2102.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2102.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2103.heic,23,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_23__?/IMG_2103.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2104.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2104.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2105.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2105.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2106.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2106.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2107.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2107.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2108.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2108.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2109.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2109.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2110.heic,25,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_25__?/IMG_2110.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2111.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2111.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2112.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2112.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2113.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2113.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2114.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2114.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2115.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2115.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2116.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2116.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2117.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2117.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2118.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2118.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2119.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2119.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2120.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2120.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2121.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2121.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2122.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2122.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2123.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2123.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2124.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2124.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2125.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2125.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2126.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2126.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2127.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2127.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2128.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2128.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2129.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2129.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2130.heic,18,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_18__?/IMG_2130.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2131.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2131.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2132.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2132.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2133.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2133.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2134.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2134.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2135.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2135.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2136.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2136.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2137.heic,17,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_17__?/IMG_2137.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi biologi/IMG_2138.heic,32,?,koleksi biologi,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_32__?/IMG_2138.heic
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi numismatik/IMG_2377.HEIC,3,?,koleksi numismatik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_03__?/IMG_2377.HEIC
/Users/mdaffaatstsaqif/Downloads/klaster asli/koleksi numismatik/IMG_2378.HEIC,18,?,koleksi numismatik,/Users/mdaffaatstsaqif/Downloads/klaster asli/hasil_finetuned/cluster_hdbscan/cluster_18__?/IMG_2378.HEIC
